transaction_sk,currency,transaction_type,transaction_status,topup_method,transaction_date
53d194802434,USD,withdrawal,Failed,Cash Desk,2025-04-05 07:24:25.561710
6726a38d2b47,KSH,W,Failed,Mpesa,2025-03-16 04:58:07.955539
34e8f533ac6a,USH,D,Failed,Mpesa,2025-03-07 15:50:55.501764
031bea2e883c,USD,withdrawal,Failed,Mpesa,2025-04-06 09:25:25.917525
66b76ff7d821,RF, Withdrawal ,Failed,Cash Desk,2025-02-20 17:04:53.950792
3494e6a8d092,USD,Deposit ,Failed,Cash Desk,2025-03-15 02:31:52.462654
8d5cdcc16c87,UGSH,withdrawal,Failed,Cash Desk,2025-02-27 02:48:11.542342
60a831e39318,TZSH,deposit,Failed,PayPal,2025-02-08 08:25:01.422621
0e8df4a9ac48,USD,W,Completed,Paypal,2025-04-20 17:45:33.238275
1a8988b5e6f7,KES,Deposit ,Failed,Mpesa,2025-03-26 08:28:14.022257
8326a7dd8739,USD,Deposit ,Failed,Mpesa,2025-03-28 17:47:40.289625
e36b02b6dd9d,TSH,deposit,Failed,Bank Transfer,2025-03-12 22:35:26.575720
24b6db6bd2a2,RF,withdrawal,Completed,Mpesa,2025-04-24 13:23:32.456965
e5f4d3ab144b,KSH, Withdrawal ,Completed,Bank Transfer,2025-04-18 14:32:22.179490
c8b9525114d6,UGX,D,Failed,Paypal,2025-04-08 06:21:03.554713
25e711968d0b,USD,deposit,Failed,Cash Desk,2025-04-02 22:21:52.584003
dfdb624fc0cd,USD,deposit,Failed,PayPal,2025-04-05 22:30:31.115632
b3c9697c108f,KES, Withdrawal ,Failed,Bank Transfer,2025-02-01 23:55:49.465835
c75e4706cb72,UGSH,withdrawal,Failed,Paypal,2025-03-13 22:28:18.701598
58f5d528a073,TZSH,D,Failed,Bank Transfer,2025-03-07 23:03:43.691495
40203d8b2cb6,USD, Withdrawal ,Failed,Cash Desk,2025-02-19 06:52:57.476819
8d6127e5e595,USD,D,Pending,Bank Transfer,2025-04-20 10:18:31.717212
83db581dac30,USD,D,Failed,Bank Transfer,2025-03-25 03:06:45.914000
aa0df4bb88c5,TSH,Deposit ,Failed,Paypal,2025-03-17 08:51:21.596298
9d9859578cbd,RF, Withdrawal ,Failed,Paypal,2025-04-01 07:25:01.947814
ac117534d657,KES,withdrawal,Failed,Paypal,2025-03-22 03:06:20.093725
c90e9ac84cd8,UGX,W,Completed,Paypal,2025-04-16 11:22:59.106804
6c34a5a19564,USD,W,Failed,Cash Desk,2025-03-12 22:55:37.114810
3494e6a8d092,USD,Deposit ,Failed,Cash Desk,2025-03-18 05:46:04.632337
ea5df9883ce1,KES,withdrawal,Failed,Mpesa,2025-04-03 00:38:51.343622
2566c5ccdb10,USD,D,Failed,Paypal,2025-04-09 17:36:18.358259
3e3702400cd8,TSH, Withdrawal ,Failed,Paypal,2025-04-08 19:43:42.969180
1a70432e61d1,RF,withdrawal,Completed,Cash Desk,2025-04-25 19:08:08.495820
5694c9779386,KSH,withdrawal,Completed,Paypal,2025-04-20 04:57:29.895308
b36930c8821d,USH,D,Completed,Paypal,2025-04-24 02:33:54.191445
f56c56640b94,TZSH,deposit,Pending,PayPal,2025-04-28 16:01:47.114379
031bea2e883c,USD,withdrawal,Failed,Mpesa,2025-03-04 23:52:24.705108
d42b74778d3a,KS,deposit,Failed,Cash Desk,2025-03-16 16:23:09.864520
bde4db351a7f,USH,W,Failed,Cash Desk,2025-03-24 11:27:47.363118
65e150b4f456,USD, Withdrawal ,Failed,Mpesa,2025-03-08 08:02:27.790451
42b094b7f0c1,RF,deposit,Failed,Mpesa,2025-02-14 04:52:23.281485
815c19adfba3,KS,withdrawal,Failed,Mpesa,2025-02-08 05:38:50.096303
bde4db351a7f,USH,W,Failed,Cash Desk,2025-04-07 17:05:23.350871
c0a49308ad89,TZS,deposit,Completed,Mpesa,2025-04-23 20:09:09.912197
cfc90028b38c,RWF, Withdrawal ,Failed,Bank Transfer,2025-02-27 08:52:43.142464
86c0d75a2754,KES,D,Failed,Paypal,2025-04-14 12:45:23.692128
fd99fcff7e19,UGX,Deposit ,Completed,Bank Transfer,2025-04-16 11:22:39.024034
201051cf708c,USD,withdrawal,Failed,Paypal,2025-03-20 01:37:35.666019
325ed4f5c3a2,USD, Withdrawal ,Failed,Bank Transfer,2025-02-06 02:52:38.329158
d35962d5cdfe,KES,D,Failed,Bank Transfer,2025-03-31 19:08:51.918874
53c7c1463e1d,USD,Deposit ,Pending,Paypal,2025-04-17 06:50:08.068394
8caf930781e2,TSH,Deposit ,Failed,Mpesa,2025-03-24 16:26:56.504275
0d48d1488a86,USD,W,Failed,Paypal,2025-02-12 17:00:08.523802
560e4bc5638e,KES, Withdrawal ,Completed,Paypal,2025-04-27 18:22:37.399103
fd5da293bb89,USH,Deposit ,Pending,Paypal,2025-04-25 14:25:19.361479
6be9314a9b6c,TZSH,withdrawal,Failed,Bank Transfer,2025-03-15 10:03:38.800254
cddabcffd5c7,RF,D,Failed,Bank Transfer,2025-03-25 17:09:12.601405
275b3c0d47d7,KES,deposit,Failed,Card Payment,2025-03-27 13:19:05.679269
2566c5ccdb10,USD,D,Failed,Paypal,2025-02-03 11:48:58.683210
ac3a4d5ff527,TSH,deposit,Failed,PayPal,2025-04-06 14:19:00.009041
d88d682e2b13,RF, Withdrawal ,Pending,Paypal,2025-04-20 16:30:46.822819
4762f944ea2b,KSH,D,Failed,Paypal,2025-04-06 22:27:02.469211
325ed4f5c3a2,USD, Withdrawal ,Failed,Bank Transfer,2025-04-04 18:40:33.524513
c303645f0d86,TZSH, Withdrawal ,Completed,Mpesa,2025-04-22 01:59:53.109082
1a1980706478,USD,deposit,Completed,Bank Transfer,2025-04-20 09:02:08.512739
05d9d5b8d053,KS,Deposit ,Failed,Paypal,2025-02-09 00:35:07.247206
50a877e32994,UGSH, Withdrawal ,Failed,Cash Desk,2025-02-21 00:55:00.101548
3fec5e9d2381,USD,deposit,Failed,Bank Transfer,2025-02-25 10:11:41.457295
99819a3a9fab,USD,D,Failed,Cash Desk,2025-02-13 19:40:23.980160
c214188d69ff,KS,W,Failed,Cash Desk,2025-03-27 12:38:09.354467
50afe0c337ed,UGX,withdrawal,Failed,Bank Transfer,2025-03-05 03:09:00.095798
26c0d7ec5b97,TZS,withdrawal,Failed,Cash Desk,2025-04-12 18:22:32.032358
2566c5ccdb10,USD,D,Failed,Paypal,2025-03-09 13:24:02.813836
b98205d5039b,KS, Withdrawal ,Failed,Cash Desk,2025-02-15 23:05:55.019275
81888e99e1bd,USH,W,Failed,Paypal,2025-04-07 22:07:49.755121
9fa8347c62b0,TZS,W,Failed,Paypal,2025-02-16 01:42:59.730449
66b76ff7d821,RF, Withdrawal ,Failed,Cash Desk,2025-02-26 23:25:17.676205
21e0bd233aa5,KSH,Deposit ,Failed,Mpesa,2025-02-16 20:59:15.638495
6dc37aa328fa,USH,Deposit ,Failed,Paypal,2025-04-01 19:01:54.460210
5af5de5f7866,TSH,deposit,Failed,Card Payment,2025-02-23 21:30:40.679292
8a6c21e0926c,RF,Deposit ,Failed,Bank Transfer,2025-02-05 01:51:53.249531
4436d74ce573,KS, Withdrawal ,Failed,Bank Transfer,2025-03-18 00:53:30.184902
1252693a1efa,UGX, Withdrawal ,Failed,Paypal,2025-03-10 07:53:27.883680
b73efacb58aa,TSH,W,Failed,Paypal,2025-02-17 10:06:13.726290
67e530ca0bb6,USD,D,Failed,Mpesa,2025-02-09 10:05:00.658552
6dea75eee7f0,USD,D,Pending,Mpesa,2025-04-23 22:57:19.546649
dfdb624fc0cd,USD,deposit,Failed,PayPal,2025-03-05 09:31:48.749049
a9be5ebc8148,TZS, Withdrawal ,Failed,Bank Transfer,2025-03-05 17:23:37.852154
325ed4f5c3a2,USD, Withdrawal ,Failed,Bank Transfer,2025-02-23 01:35:10.898086
d42b74778d3a,KS,deposit,Failed,Cash Desk,2025-02-04 13:16:59.982312
75c8e7b3830b,UGX,D,Failed,Mpesa,2025-03-13 02:25:56.490696
ff829cb9ee1c,TZS,Deposit ,Completed,Cash Desk,2025-04-16 05:45:22.861749
42b094b7f0c1,RF,deposit,Failed,Mpesa,2025-02-12 08:37:31.851047
709bc89a98cb,KS,W,Failed,Bank Transfer,2025-04-02 22:38:05.540446
dbf9456ba6b2,UGSH,withdrawal,Completed,Bank Transfer,2025-04-26 20:37:06.513532
fd9db1b760a1,TZS,W,Failed,Cash Desk,2025-03-25 01:32:13.365124
72d6b0e0ed44,RWF,withdrawal,Failed,Bank Transfer,2025-04-05 12:13:43.005872
dea89cea1b08,USD, Withdrawal ,Completed,Paypal,2025-04-23 15:37:56.959855
262bdf2568be,UGX,W,Failed,Paypal,2025-02-05 15:45:17.784231
5af5de5f7866,TSH,deposit,Failed,Card Payment,2025-03-26 02:08:42.835108
bd79254682a8,RWF,Deposit ,Failed,Cash Desk,2025-02-06 12:00:34.880590
c214188d69ff,KS,W,Failed,Cash Desk,2025-02-03 08:45:38.348571
e4bc4b23e390,UGSH,D,Failed,Cash Desk,2025-04-04 15:01:11.976786
23a95451de52,TZSH,Deposit ,Failed,Bank Transfer,2025-02-07 14:45:52.676243
05c52e0786bf,USD,deposit,Pending,Bank Transfer,2025-04-18 15:52:49.556059
972a2eae2a5e,KES,W,Failed,Mpesa,2025-04-11 00:55:20.266967
e4bc4b23e390,UGSH,D,Failed,Cash Desk,2025-04-03 06:59:13.585022
1ecfcbe2494c,TZSH,deposit,Failed,Card Payment,2025-04-11 06:41:47.292239
b82941fc9005,RF,Deposit ,Failed,Paypal,2025-02-08 10:08:59.815106
6b7dcbf71970,KS,Deposit ,Failed,Mpesa,2025-03-18 17:34:49.686777
325ed4f5c3a2,USD, Withdrawal ,Failed,Bank Transfer,2025-03-12 14:32:18.375490
ab1b1074d26a,USD,deposit,Failed,Card Payment,2025-03-04 03:15:01.025761
a710462c6fd2,RF,Deposit ,Failed,Mpesa,2025-04-06 03:45:01.533374
c726d09f971b,KES,withdrawal,Completed,Cash Desk,2025-04-18 02:17:53.787323
8d8b83f77be4,UGSH, Withdrawal ,Failed,Paypal,2025-02-19 20:06:38.487311
26c0d7ec5b97,TZS,withdrawal,Failed,Cash Desk,2025-03-19 02:48:42.986676
dc81c6e4bcd8,RF,Deposit ,Pending,Mpesa,2025-04-24 02:55:14.705253
65e150b4f456,USD, Withdrawal ,Failed,Mpesa,2025-02-02 16:34:36.100341
2c614c70f0d5,UGX,D,Failed,Cash Desk,2025-02-22 19:10:18.142796
67e530ca0bb6,USD,D,Failed,Mpesa,2025-04-01 07:57:13.268149
dde3589ef44d,RWF,W,Failed,Mpesa,2025-02-25 09:12:29.437855
0dbc9947f420,KES, Withdrawal ,Failed,Cash Desk,2025-04-06 08:32:40.081177
a39febad5db5,USD, Withdrawal ,Completed,Bank Transfer,2025-04-19 00:48:58.637107
0d48d1488a86,USD,W,Failed,Paypal,2025-02-02 10:40:38.495338
6c34a5a19564,USD,W,Failed,Cash Desk,2025-03-17 16:38:24.867839
d1cf56aa96ff,KES,W,Completed,Paypal,2025-04-28 16:58:38.818758
e5d135d335c7,USH, Withdrawal ,Failed,Bank Transfer,2025-02-25 19:00:15.830881
cb5c18e79bd8,USD,W,Failed,Bank Transfer,2025-03-16 06:59:23.084089
72d6b0e0ed44,RWF,withdrawal,Failed,Bank Transfer,2025-02-16 07:45:42.878338
4c411fb9645d,KES,deposit,Pending,Bank Transfer,2025-04-25 16:12:43.455344
d1d2013e8113,UGX,withdrawal,Failed,Paypal,2025-03-02 02:15:59.414799
ab637323e89f,TZSH,withdrawal,Failed,Paypal,2025-03-21 13:20:29.008915
9d9859578cbd,RF, Withdrawal ,Failed,Paypal,2025-03-07 02:09:36.955960
dfdb624fc0cd,USD,deposit,Failed,PayPal,2025-02-26 22:18:15.457619
ef689eb8897a,UGSH,withdrawal,Failed,Bank Transfer,2025-03-02 07:41:59.418632
0a887e5a6bab,TSH,Deposit ,Failed,Cash Desk,2025-03-16 03:05:07.786709
ffc5ebcc0996,USD,W,Pending,Cash Desk,2025-04-15 11:05:54.260149
325ed4f5c3a2,USD, Withdrawal ,Failed,Bank Transfer,2025-03-30 23:19:27.256890
8b83523da218,USH,D,Pending,Cash Desk,2025-04-20 17:05:33.665246
a152942ec53a,TSH,D,Failed,Paypal,2025-02-19 04:35:24.246067
49fadaace3c8,RF,W,Completed,Bank Transfer,2025-04-17 08:21:41.630698
40203d8b2cb6,USD, Withdrawal ,Failed,Cash Desk,2025-04-05 00:57:14.381531
d78b592aa958,USH,withdrawal,Failed,Mpesa,2025-02-10 12:02:26.018975
0d48d1488a86,USD,W,Failed,Paypal,2025-03-19 16:08:31.457836
14f8d673dc83,RWF,deposit,Failed,PayPal,2025-04-03 09:27:51.446824
1af212880c09,KSH,Deposit ,Failed,Bank Transfer,2025-03-30 06:03:29.394619
d1d2013e8113,UGX,withdrawal,Failed,Paypal,2025-03-25 09:02:14.316005
08efa3951b67,TZSH, Withdrawal ,Failed,Paypal,2025-03-16 02:42:42.515897
cba1f6924f5a,RF,withdrawal,Failed,Cash Desk,2025-02-25 18:15:28.570710
6726a38d2b47,KSH,W,Failed,Mpesa,2025-03-14 19:30:57.985628
b4048eab9015,UGX,W,Failed,Mpesa,2025-04-04 18:41:59.830526
08efa3951b67,TZSH, Withdrawal ,Failed,Paypal,2025-02-05 19:20:55.801148
fb90817ef5ae,RF,deposit,Completed,PayPal,2025-04-17 20:39:33.421403
265113f5155b,KSH,deposit,Failed,Bank Transfer,2025-03-22 12:12:46.631387
262bdf2568be,UGX,W,Failed,Paypal,2025-02-11 05:38:08.486715
05c52e0786bf,USD,deposit,Pending,Bank Transfer,2025-04-22 01:53:38.544644
cb5c18e79bd8,USD,W,Failed,Bank Transfer,2025-03-28 08:13:59.254450
964792c55dea,KSH,withdrawal,Failed,Bank Transfer,2025-03-21 16:04:58.021322
b8536b339457,USD,W,Failed,Mpesa,2025-02-19 07:15:37.261157
b20e9e987e2d,TZS, Withdrawal ,Failed,Cash Desk,2025-04-05 05:02:29.685303
24b6db6bd2a2,RF,withdrawal,Completed,Mpesa,2025-04-17 11:00:35.754067
dad7bb5966cf,KSH,deposit,Failed,PayPal,2025-04-09 00:33:10.951842
75c8e7b3830b,UGX,D,Failed,Mpesa,2025-02-19 02:01:12.339813
ab1b1074d26a,USD,deposit,Failed,Card Payment,2025-02-27 12:23:51.670367
8ea2b30881d6,RWF, Withdrawal ,Failed,Cash Desk,2025-03-14 17:22:54.773324
dc97d5127093,USD,Deposit ,Failed,Bank Transfer,2025-03-30 14:13:47.068071
c75e4706cb72,UGSH,withdrawal,Failed,Paypal,2025-03-10 15:00:42.775661
3e1c4ec6f728,TZS,W,Failed,Bank Transfer,2025-02-16 00:12:02.808549
0409187369d7,RWF,deposit,Failed,Cash Desk,2025-02-08 09:36:09.189600
fec2db96c2b1,KSH, Withdrawal ,Failed,Cash Desk,2025-03-08 21:38:50.384171
c8b9525114d6,UGX,D,Failed,Paypal,2025-04-10 20:06:25.327845
316bad09b79f,TZS,withdrawal,Failed,Mpesa,2025-02-25 06:06:51.135042
3fec5e9d2381,USD,deposit,Failed,Bank Transfer,2025-03-26 02:46:06.253721
fea4df2d4869,KSH,Deposit ,Failed,Paypal,2025-03-30 07:35:15.754397
a83000e701c9,UGX,deposit,Failed,PayPal,2025-02-13 12:16:57.088349
81b41fa5dbac,TZSH,Deposit ,Pending,Mpesa,2025-04-28 01:59:09.597967
d59b6dbd034c,RF, Withdrawal ,Failed,Bank Transfer,2025-02-06 10:15:09.406796
2731ee0006ed,KES,Deposit ,Failed,Bank Transfer,2025-03-30 21:35:49.893644
d1f39d97bc71,UGX, Withdrawal ,Failed,Bank Transfer,2025-02-14 11:55:31.711799
78e0b576bcb1,TSH, Withdrawal ,Pending,Paypal,2025-04-25 10:09:12.024799
fc0d8efee15b,RWF,withdrawal,Failed,Paypal,2025-03-18 12:18:30.555979
a95ec0307cec,KES,Deposit ,Completed,Mpesa,2025-04-24 18:43:57.295659
6c34a5a19564,USD,W,Failed,Cash Desk,2025-03-21 06:40:14.392351
58f5d528a073,TZSH,D,Failed,Bank Transfer,2025-02-17 11:34:48.141216
d59b6dbd034c,RF, Withdrawal ,Failed,Bank Transfer,2025-03-16 12:00:00.149014
c214188d69ff,KS,W,Failed,Cash Desk,2025-04-09 15:01:42.093532
8d8b83f77be4,UGSH, Withdrawal ,Failed,Paypal,2025-02-25 08:53:13.902775
65e150b4f456,USD, Withdrawal ,Failed,Mpesa,2025-03-30 13:37:00.833706
33a358be4450,RF,Deposit ,Completed,Cash Desk,2025-04-16 17:58:56.361446
a8864932e68d,KSH,W,Failed,Cash Desk,2025-02-28 09:15:57.802597
a10b98600e9d,USH,W,Failed,Mpesa,2025-02-04 20:30:23.047365
0910c1e524ba,TSH,withdrawal,Failed,Cash Desk,2025-02-25 23:01:42.967706
cba1f6924f5a,RF,withdrawal,Failed,Cash Desk,2025-03-02 03:54:35.513690
ac117534d657,KES,withdrawal,Failed,Paypal,2025-03-28 09:48:38.630984
3e364c71d5b4,UGSH,Deposit ,Failed,Bank Transfer,2025-03-19 21:51:23.431693
bdc143394e54,TZSH,withdrawal,Failed,Cash Desk,2025-03-13 14:50:54.681437
004190af4bc8,RWF,deposit,Failed,Bank Transfer,2025-02-06 00:44:10.155694
c214188d69ff,KS,W,Failed,Cash Desk,2025-02-25 15:58:19.400667
67e530ca0bb6,USD,D,Failed,Mpesa,2025-03-05 00:19:28.020442
037c22d50024,TZSH,W,Failed,Cash Desk,2025-02-12 19:34:37.890064
44fc9bd961f9,RF,withdrawal,Completed,Bank Transfer,2025-04-15 05:37:39.684474
86c0d75a2754,KES,D,Failed,Paypal,2025-04-12 03:06:03.045933
99819a3a9fab,USD,D,Failed,Cash Desk,2025-03-16 09:56:37.904838
d8257afba17b,TZSH,D,Failed,Cash Desk,2025-03-11 06:16:25.147002
439a2198c460,RWF,withdrawal,Pending,Paypal,2025-04-28 00:54:19.771566
815c19adfba3,KS,withdrawal,Failed,Mpesa,2025-04-12 20:51:53.215128
730f7d6abb41,USH, Withdrawal ,Pending,Bank Transfer,2025-04-23 08:50:35.647091
325ed4f5c3a2,USD, Withdrawal ,Failed,Bank Transfer,2025-02-12 08:58:11.690286
65e150b4f456,USD, Withdrawal ,Failed,Mpesa,2025-02-18 13:42:34.635647
137866c44cc8,USD,W,Pending,Paypal,2025-04-23 20:55:44.690077
96d4fc1814de,UGSH,W,Failed,Mpesa,2025-03-02 04:58:17.962108
020e5c0fc08d,TZS,Deposit ,Failed,Cash Desk,2025-04-03 02:32:33.325285
e1d835ac72f8,RWF,W,Completed,Cash Desk,2025-04-23 11:47:36.407734
a01d545e1739,KS,D,Failed,Bank Transfer,2025-02-13 07:43:46.755978
bf19dfa2d279,UGSH,W,Failed,Paypal,2025-03-12 06:58:29.118982
23a95451de52,TZSH,Deposit ,Failed,Bank Transfer,2025-02-28 19:50:11.920055
031bea2e883c,USD,withdrawal,Failed,Mpesa,2025-02-21 05:26:01.037084
67e530ca0bb6,USD,D,Failed,Mpesa,2025-02-14 11:20:34.216939
325ed4f5c3a2,USD, Withdrawal ,Failed,Bank Transfer,2025-02-24 10:15:00.452548
f8979faed7af,TZS, Withdrawal ,Pending,Bank Transfer,2025-04-28 03:42:42.335118
2566c5ccdb10,USD,D,Failed,Paypal,2025-03-22 06:53:39.333026
67d48f1d6538,KES,Deposit ,Failed,Cash Desk,2025-03-11 16:28:11.957079
53d194802434,USD,withdrawal,Failed,Cash Desk,2025-04-09 06:17:21.853549
e6bfc7412cb8,TZSH, Withdrawal ,Completed,Paypal,2025-04-28 09:38:58.320470
3fec5e9d2381,USD,deposit,Failed,Bank Transfer,2025-04-14 12:17:20.548325
6dc65c282f61,KSH,W,Pending,Bank Transfer,2025-04-19 06:32:54.968840
0975bfe41a48,USD,withdrawal,Pending,Paypal,2025-04-19 20:05:44.465002
0d48d1488a86,USD,W,Failed,Paypal,2025-03-27 22:24:05.832066
25e711968d0b,USD,deposit,Failed,Cash Desk,2025-02-21 08:27:13.723512
4762f944ea2b,KSH,D,Failed,Paypal,2025-03-27 01:02:19.663665
21e9abfae71b,USH, Withdrawal ,Failed,Paypal,2025-04-09 01:00:11.445020
6a2802fb2be3,TZSH, Withdrawal ,Failed,Bank Transfer,2025-03-29 03:24:28.659814
0b5fbee2b4ee,RF,D,Failed,Mpesa,2025-02-22 17:53:19.736373
6b7dcbf71970,KS,Deposit ,Failed,Mpesa,2025-04-01 19:19:36.298407
8d8b83f77be4,UGSH, Withdrawal ,Failed,Paypal,2025-03-29 23:06:41.838202
6a2802fb2be3,TZSH, Withdrawal ,Failed,Bank Transfer,2025-03-28 19:40:02.111715
031bea2e883c,USD,withdrawal,Failed,Mpesa,2025-02-05 22:13:07.868134
ab1b1074d26a,USD,deposit,Failed,Card Payment,2025-02-07 06:07:03.766909
c8b9525114d6,UGX,D,Failed,Paypal,2025-02-05 11:31:52.059131
99819a3a9fab,USD,D,Failed,Cash Desk,2025-03-05 01:03:34.894344
b8536b339457,USD,W,Failed,Mpesa,2025-04-12 01:32:56.723673
b6bb8efb32e1,KES,deposit,Failed,PayPal,2025-02-11 11:29:28.897754
e5d135d335c7,USH, Withdrawal ,Failed,Bank Transfer,2025-02-26 08:27:38.483331
6be9314a9b6c,TZSH,withdrawal,Failed,Bank Transfer,2025-03-14 21:52:42.787373
cb5c18e79bd8,USD,W,Failed,Bank Transfer,2025-03-09 07:17:01.298864
83db581dac30,USD,D,Failed,Bank Transfer,2025-03-15 05:14:54.013521
0e7f7950eddd,USH,W,Pending,Cash Desk,2025-04-15 19:18:15.195205
48322f435061,TZS, Withdrawal ,Completed,Bank Transfer,2025-04-22 16:57:43.829561
40203d8b2cb6,USD, Withdrawal ,Failed,Cash Desk,2025-03-01 13:54:36.368068
77c5e09ac81f,KES, Withdrawal ,Failed,Mpesa,2025-03-25 15:33:09.403349
3494e6a8d092,USD,Deposit ,Failed,Cash Desk,2025-03-01 07:34:53.172619
65e150b4f456,USD, Withdrawal ,Failed,Mpesa,2025-02-08 17:57:00.111389
cddabcffd5c7,RF,D,Failed,Bank Transfer,2025-04-09 21:49:09.233051
d9b7cb336f05,KS, Withdrawal ,Failed,Paypal,2025-02-25 09:55:33.177453
a60f278f4d94,USH,deposit,Failed,Card Payment,2025-03-19 00:14:14.496086
0656054763a4,TZS,D,Pending,Cash Desk,2025-04-18 16:38:07.484882
b957714f3814,USD,Deposit ,Completed,Mpesa,2025-04-23 22:03:23.617300
d42b74778d3a,KS,deposit,Failed,Cash Desk,2025-03-26 17:57:54.713498
cb5c18e79bd8,USD,W,Failed,Bank Transfer,2025-02-14 14:32:53.086886
238a11fff81c,TZSH,deposit,Failed,Mpesa,2025-04-02 04:39:15.285532
c678c3df4249,RWF, Withdrawal ,Completed,Bank Transfer,2025-04-16 11:57:38.316353
1af212880c09,KSH,Deposit ,Failed,Bank Transfer,2025-04-11 08:15:49.996694
b36930c8821d,USH,D,Completed,Paypal,2025-04-18 03:46:54.513988
6c34a5a19564,USD,W,Failed,Cash Desk,2025-02-26 04:05:54.949038
61d1e68117a9,USD,Deposit ,Failed,Paypal,2025-02-13 13:44:02.745323
bda1e5624894,USD,withdrawal,Failed,Bank Transfer,2025-02-18 03:13:21.366971
b65aeb096539,UGSH,W,Failed,Cash Desk,2025-02-25 10:23:26.516802
00e07ef3ccd2,TSH,Deposit ,Failed,Bank Transfer,2025-02-25 13:34:13.190415
b8536b339457,USD,W,Failed,Mpesa,2025-02-19 10:04:20.161222
3fec5e9d2381,USD,deposit,Failed,Bank Transfer,2025-02-25 22:49:05.491557
1ba5b7e138d5,USH,deposit,Failed,Bank Transfer,2025-04-06 06:27:31.621535
08efa3951b67,TZSH, Withdrawal ,Failed,Paypal,2025-04-09 14:44:02.333969
339401cde518,RWF,Deposit ,Pending,Bank Transfer,2025-04-23 16:12:10.932773
a01d545e1739,KS,D,Failed,Bank Transfer,2025-03-25 23:59:19.252704
2be71bfa8808,UGX,deposit,Failed,Cash Desk,2025-04-11 11:33:15.231584
3494e6a8d092,USD,Deposit ,Failed,Cash Desk,2025-03-31 21:41:18.098681
8e3129740440,RWF,deposit,Failed,Card Payment,2025-03-06 11:41:20.321666
35135daa0227,KS,deposit,Failed,Bank Transfer,2025-02-02 14:16:23.683192
169f059c35fd,USH,W,Completed,Paypal,2025-04-24 07:08:01.560397
29d8766ce95f,TSH, Withdrawal ,Failed,Bank Transfer,2025-02-13 09:57:56.699090
e4ebfd4c9e9d,RWF, Withdrawal ,Pending,Cash Desk,2025-04-15 20:15:22.817643
4d4c930a4b54,KSH,deposit,Failed,Cash Desk,2025-04-09 15:10:24.558098
74ba0d303686,UGSH,Deposit ,Failed,Paypal,2025-03-26 07:33:07.822270
a9be5ebc8148,TZS, Withdrawal ,Failed,Bank Transfer,2025-03-23 02:05:43.234768
e1dd5cf4138a,RWF,withdrawal,Completed,Mpesa,2025-04-23 12:10:25.823876
815c19adfba3,KS,withdrawal,Failed,Mpesa,2025-04-12 06:40:57.579485
01eac648bab4,UGX,W,Failed,Bank Transfer,2025-02-11 13:51:02.027302
a9be5ebc8148,TZS, Withdrawal ,Failed,Bank Transfer,2025-04-02 02:20:55.741784
7752366cd84d,RWF,Deposit ,Completed,Bank Transfer,2025-04-28 16:39:30.382257
1c4292fb21ff,USD,deposit,Failed,Mpesa,2025-04-01 16:12:37.177201
53d194802434,USD,withdrawal,Failed,Cash Desk,2025-02-04 15:26:06.653008
d891fbc2ab04,TZS,D,Failed,Bank Transfer,2025-04-03 12:35:55.621518
99819a3a9fab,USD,D,Failed,Cash Desk,2025-02-23 08:04:38.121665
dad7bb5966cf,KSH,deposit,Failed,PayPal,2025-02-11 16:31:57.375335
1927f06256bf,UGX,Deposit ,Failed,Bank Transfer,2025-03-29 16:09:11.209381
c303b5089a7f,TZSH,Deposit ,Completed,Mpesa,2025-04-17 08:29:42.186562
3494e6a8d092,USD,Deposit ,Failed,Cash Desk,2025-02-14 02:50:21.862371
c8c73f0a0367,KSH, Withdrawal ,Failed,Bank Transfer,2025-04-09 15:21:02.560088
25e711968d0b,USD,deposit,Failed,Cash Desk,2025-03-17 08:40:22.646749
af5abca0fe45,TZS,Deposit ,Failed,Paypal,2025-03-29 05:18:26.133677
9b02031652ce,RF,withdrawal,Failed,Mpesa,2025-03-10 12:58:06.846300
6e272cf1277d,KSH,D,Failed,Mpesa,2025-02-28 14:44:49.427172
453a84fe88b1,UGSH,D,Failed,Paypal,2025-02-08 16:55:03.076385
ab1b1074d26a,USD,deposit,Failed,Card Payment,2025-02-04 03:07:57.097614
cba1f6924f5a,RF,withdrawal,Failed,Cash Desk,2025-04-12 18:23:16.122606
9d45f46f45b7,KSH, Withdrawal ,Failed,Mpesa,2025-02-23 07:35:44.621017
b65aeb096539,UGSH,W,Failed,Cash Desk,2025-02-21 16:15:44.196633
0d9affe4896c,TSH,withdrawal,Failed,Bank Transfer,2025-03-21 11:03:32.357672
cb5c18e79bd8,USD,W,Failed,Bank Transfer,2025-03-12 17:59:42.331525
05d9d5b8d053,KS,Deposit ,Failed,Paypal,2025-03-24 12:26:44.423755
f1c4be71bba5,UGX,Deposit ,Failed,Paypal,2025-02-09 07:47:57.970255
6c34a5a19564,USD,W,Failed,Cash Desk,2025-02-21 02:05:24.722518
bd79254682a8,RWF,Deposit ,Failed,Cash Desk,2025-03-26 07:36:46.362909
49de6387e4b7,KS,D,Failed,Paypal,2025-03-09 23:15:26.045419
dbd56ff64c4c,UGSH,W,Failed,Bank Transfer,2025-04-13 12:41:37.364002
ac3a4d5ff527,TSH,deposit,Failed,PayPal,2025-03-04 14:21:57.887825
871fefe7ce54,RWF,W,Failed,Bank Transfer,2025-04-13 06:08:07.567636
